bank_name,review_text,rating,sentiment_score,review_date,thumbs_up,text_length,word_count,source,app_version,sentiment_label,month
Commercial Bank of Ethiopia,Highly recommended for easy to use.,4,0.876,2025-08-21,3,35,6,Google Play Store,3.8.96,positive,2025-08
Dashen Bank,The app keeps having problems with complex navigation.,1,-0.406,2025-03-23,3,54,8,Google Play Store,4.5.47,negative,2025-03
Dashen Bank,I love how easy it is to do modern design.,4,1.0,2025-03-09,3,42,10,Google Play Store,3.6.66,positive,2025-03
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",2,-0.829,2025-02-24,0,66,8,Google Play Store,2.5.6,negative,2025-02
Bank of Abyssinia,buggy updates is making the app unusable.,2,-0.953,2025-10-28,1,41,7,Google Play Store,4.1.82,negative,2025-10
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.396,2025-07-24,6,59,9,Google Play Store,1.2.55,positive,2025-07
Dashen Bank,Dashen Bank has the best modern design feature.,5,1.0,2025-07-29,2,47,8,Google Play Store,2.3.65,positive,2025-07
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",1,-0.522,2024-12-23,0,66,8,Google Play Store,1.3.19,negative,2024-12
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",1,-0.624,2025-04-05,3,61,7,Google Play Store,2.5.43,negative,2025-04
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,0.552,2025-11-21,4,60,9,Google Play Store,2.8.59,positive,2025-11
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,5,0.975,2025-10-02,3,48,8,Google Play Store,1.0.56,positive,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,1.0,2025-10-02,3,61,11,Google Play Store,3.8.11,positive,2025-10
Bank of Abyssinia,Highly recommended for smooth experience.,5,0.528,2025-11-24,2,41,5,Google Play Store,2.2.16,positive,2025-11
Commercial Bank of Ethiopia,The app keeps having problems with update issues.,1,-0.449,2025-05-14,0,49,8,Google Play Store,2.3.4,negative,2025-05
